,course_id,title,cleaned_content
1008,1155,Data Analytics and Visualization in Health Care,"learn best practices in data analytics, informatics, and visualization to gain literacy in data driven, strategic imperatives that affect all facets of health care big data is transforming the health care industry relative to improving quality of care and reducing costs key objectives for most organizations employers are desperately searching for professionals who have the ability to extract, analyze, and interpret data from patient health records, insurance claims, financial records, and more to tell a compelling and actionable story using health care data analytics the course begins with a study of key components of the u s health care system as they relate to data and analytics while we will be looking through a u s lens, the topics will be familiar to global learners, who will be invited to compare/contrast with their country s system with that essential industry context, we ll explore the role of health informatics and health information technology in evidence based medicine, population health, clinical process improvement, and consumer health using that as a foundation, we ll outline the components of a successful data analytics program in health care, establishing a virtuous cycle of data quality and standardization required for clinical improvement and innovation the course culminates in a study of how visualizations harness data to tell a powerful, actionable story we ll build an awareness of visualization tools and their features, as well as gain familiarity with various analytic tools module introduction to health care components of health care stakeholders care settings financing public health regulatory/research challenges and opportunities the triple aim quality and cos patient experience/access systems approach evidence based medicine quality improvement value based reimbursement health care trends demographics/population health consumerism/personalized medicine emerging trends in health care module introduction to health informatics overview of health it what is health informatics how health informatics supports triple aim health it systems and components emr/ehr modules and ancillary data systems enterprise systems vs best of breed structured versus unstructured data ehr adoption ehr regulations barriers to ehr adoption interoperability and hit standards health it standards data exchange clinical decision support hipaa security public health it and consumer engagement module introduction to data analytics data terms and concepts why data analytics virtuous cycle in analytics data terminology big data terminology getting data ready for analysis considerations before analyzing integrating data across data sets data governance, privacy, and security data governance within the organization patient identification regulatory considerations and data security analysis with artificial intelligence machine learning in health care natural language processing in health care making data usable to others finalizing data for analysis communicating data module introduction to visualizations value of visualization visualization best practices what not to do types based on use case visualizations of complex data dashboard design analyzing visuals exploratory vs explanatory visualization quantitative vs qualitative visualization uses in health care tools for analysis and visualization gartner software benchmarking current tools"
1009,1156,Question Everything Scientific Thinking in Real Life,"learn how to use math and science to solve everyday problems have you ever wondered how you can apply math and science skills to real life do you wish you could go beyond what you ve learned in the classroom this science course will advance your knowledge as we unpack some important scientific thinking skills using real world examples by completing this course, you will be better prepared to continue studying math and science at the high school level and beyond in this course, a collaboration between the university of queensland and brisbane grammar school, we will cover key scientific concepts related to each concept will be explored through real world examples and problems that will help you visualize how math and science work in your life this course is ideal for high school students looking to challenge themselves and further develop an interest in math and science it is also applicable to high school science teachers looking for additional materials for teaching module data and measurement meet the course team and an introduction to the course content and navigation we look at how speed is calculated using a li dar light detection and ranging module estimation and measurement we investigate the different ways in which we might perform an estimation and then use estimation to solve a variety of problems module validity of evidence we explore the difference between quantitative and qualitative evidence and develop our understanding of validity as it relates to evidence module evidence and opinion learn the important difference between evidence and opinion, and test that understanding by conducting an experiment module misconceptions through a series of investigations and experiments we look at how misconceptions are formed and how to construct a better understanding of the facts surrounding a common misconception module modelling we use data from a ber of olympic and world records to develop models and feature a graphing tool to better understand data modelling module prediction and extrapolation we continue to use olympic and world records to move beyond modelling in order to extrapolate information and make predictions module synthesis and application finally, we synthesise the concepts covered in all modules to perform an experiment related to the calculation of gravity"
1010,1157,Introduction to Lifestyle Medicine,"gain a basic understanding of the main components of lifestyle medicine as well as the importance of using the coach approach when counseling patients about behavior change this course is credit eligible through doane university s open learning academy the open learning academy s credit hour courses are designed to provide learners with foundational coursework for undergraduate level programs it is strongly encouraged that you consult with your institution of choice to determine how these credits will be applied to their degree requirements prior to transferring the credit lifestyle factors including poor nutrition and physical inactivity are critical determinants of health, causing a pandemic of chronic diseases, premature death and unsustainable healthcare costs currently, percent of americans live with one or more chronic illnesses in which diet, exercise and stress play a key role lifestyle medicine is the science and application of healthy lifestyles as interventions for the prevention and treatment of lifestyle related diseases such as heart disease, diabetes, stroke, obesity, some neurological conditions and some cancers it is the evidence based specialty bridging the science of physical activity, nutrition, stress management and resilience sleep hygiene and other healthy habits to individuals through clinical practice in healthcare biol x introduction to lifestyle medicine from doane x is a credit eligible course learners have the opportunity to experience this same rigorous university level course on a flexible schedule and earn academic credit when they pass the course with a c or better credit details number of credit hours for biol x introduction to lifestyle medicine credit hours cost usd pay for credit earned after passing the course with a c or better eligibility"
1011,1158,"Social Work Practice with Individuals, Families, and Small Groups","learn how to assess and design appropriate intervention strategies for individuals, families, and small groups this course focuses on the transactional relationships between people and their social environments you will learn social work practice methods to restore, maintain and promote social functioning as it relates to individuals, families, and small groups this course integrates content on multiculturalism, diversity, and social justice issues you will examine social work values and ethics as well as issues of race, ethnicity, gender, sexual orientation, socio economic status, age, religion, and ability as these relate to social work practice this course builds off of behavioral and social science theories to inform the practice concepts and skills presented you will learn how to perform various social work roles i e counselor/clinical social worker, group facilitator, mediator, and advocate , recognizing that these roles must adhere to social work values and ethics you will learn the importance of developing relationships with clients, colleagues, supervisors, other professionals, and other constituencies you will learn how to apply skills such as active listening, empathic responding, contracting, and critical and creative thinking in practice all phases of the social work practice intervention process i e engagement, assessment, intervention and evaluation are presented and applied with individuals, families, and small groups you will learn how to assess vulnerabilities and strengths in clients lives that relate to attributes e g ability, age, class, color, culture, ethnicity, family structure, gender including gender identity and gender expression , marital status, national origin, race, religion or spirituality, sex, and sexual orientation as well as situational and environmental factors relevant to the client s social functioning you will also learn how to assess risks, barriers, and plan, implement and monitor change strategies and evaluate techniques in order to demonstrate effectiveness this course is part of the social work practice, policy and research micro masters program offered by michigan x please note that to complete this program with a micro masters certificate, you must be enrolled as a verified learner in all courses in the program by november , , and you must complete all assessments by march , upon completion of this course, students using a social work practice framework will be able to week integrative themes that guide social work practice social justice, ecological systems, empowerment, social cultural, evidence informed the mission of social work and core values using the genogram to uncover new insights about ourselves week engagement skills and relationship building skills stages of change transference and countertransference in practice week professional values, ethics and professional use of self assessment in social work with individuals and families week core intervention planning week cbt and behavioral approaches motivational enhancement dbt and mindfulness work week using problem solving, psychoeducational and multisystemic intervention approaches case/care management skills week working with families models, skills and interventions working with groups core skills and interventions week lifelong learning and professional development review of course"
1012,1159,Gateway to Medicine An Introduction to the Field of Medicine,"the field of medicine combines science, art, wisdom and philosophy in service of humanity join us a whole new world is here explore the mysteries of health and disease medical science has its origins in middle eastern religion since its inception, the field of medicine continues to be a fascinating and mysterious world full of breakthroughs and advancements that benefit humankind with the growing desire for health and longevity, innovation and technical achievements continue to drive the field of medicine entering gateway to medicine, initiates to the medical field will be led into this new world participants will receive a basic background on the influence of the macro environment on health, and the micro molecular principles of diseases regardless of medical experience, students will gain a broad perspective of the medical field, illuminated by the expertise of researchers and medical professionals finals"
1013,1160,Indian Tibetan River of Buddhism,"explore an overview of the history and philosophy of buddhism throughout india, south and southeast asia, tibet, and central asia, featuring the basics of the buddhist view of reality and its educational principles of sciences, mind and social ethics the course begins with a survey of the origins of buddhism in the indian subcontinent in the mid first millennium bce, as well as its transformation in the first millennium ce into the sanskrit language based mahayana buddhism s that permeated the monastic traditions and flourished in india until around ce, and that persists up topresent dayin east asia, central asia, and vietnam the tibetan aspect of this course surveys the tibetan and central asian reception and development of these indian buddhist traditions that occurred in two distinct historical periods from ce until ca ce, and from ca ce to the present during the first period, the indians and tibetans massive efforts to translate into the tibetan language the sanskrit and prakrit contents of the great indian monastic university libraries resulted in the reception and preservation in tibetan of the most essential parts of what was destroyed in india during the persian, turkish, and tajik invasions and occupations in the early second millennium ce these translations also enabled that indian style of buddhism to spread into the mongolias and the manchu empire in china in addition to addressing such reception and preservation, wewill alsosurvey the unique ways in which these indian forms of buddhism were further developed in the tibetan and central asian cultural spheres throughout their histories, and especially in the second period that began after the destruction of indian buddhism finally, we will explore century manifestations and developments of tibetan buddhism throughout the global modern world although in the modern era tibet itself has lost its buddhist culture internally due to the chinese communist occupation and cultural revolution, that buddhist culture has been maintained and developed in exile and diaspora, and its worldwide spread is a remarkable phenomenon in the history of american and european forms of world buddhism module module module module module module"
1014,1162,Financial Analysis for Decision Making,"learn how to analyze business opportunities for their financial viability and secure funding to start and grow your business how do you find the money necessary to effectively manage your business how do you know if a business opportunity is worthwhile when should you invest in a stock, bond or company do you fear the financial side of growing your organization this finance course will take the mystery out of financial analysis and help you make the right business decisions in order to establish your company you need to secure funding once you have money, you need to determine the most efficient and effective use of your capital you also need to have the knowledge to have professional and engaging conversations with finance professionals who control access to funding in this course, you will discover a variety of options for funding your business and how to successfully negotiate financial opportunities you will learn how to value and evaluate ideas to determine the appropriate benefits and costs in order to screen them correctly finally, you will learn how to value a business and the securities you can use to potentially fund your organization this course is part of the business principles and entrepreneurial thought xseries none"
1015,1163,Lifestyle Medicine Treatments of Chronic Disease Part,"learn specific lifestyle medicine treatment protocols for a variety of chronic diseases, such as breast cancer, diabetes, and heart disease lifestyle medicine is an increasingly crucial element to transforming disease care systems to healthcare systems current medical services are unable to restore health because they do not address root causes in this course, you will learn the deficiencies within traditional western medicine and more effective lifestyle based treatment protocols used to prevent and treat chronic diseases of lifestyle you will learn about lifestyle medicine based treatments for the following chronic diseases recognize the core competencies of nutrition, tobacco cessation, and alcohol and their interaction with chronic diseases explain the difference in efficacies of traditional treatments vs lifestyle based treatments identify effective lifestyle based treatment protocols used to prevent and treat chronic diseases of lifestyle"
1017,1165,Effective Communication for Program and Project Stakeholders and Teams,"go beyond the communication methods you learned in the project management training learn how to structure your program and project communications for the most effective understanding by your stakeholders, project managers, and project teams everyone communicates, but few connect is a famous book and message by john c maxwell on leadership the meaning behind this message is that as leaders of programs and projects, we need to be not just communicators, but effective communicators obtaining your project management professional pmp certification or certified associate in project management capm or similar project management certificate is the first step but, as you gain program management and project management experience, you realize that effective communication goes beyond what you learned in a guide to the project management body of knowledge pmbok gaining a program management certification or project management certification such as the pmp certification equips you with the necessary project management tools to begin your project or project management career there is more to effective program and project communication than what is on the pmp exam for communication from program managers and project managers to be truly effective, there must be understanding beyond what you learned from your professional certification the communicator and the receiver must use feedback to determine how the message was received and if the communicator created the intended level of understanding in the receiver for the communication to succeed in this course, you will learn about the understanding triad know what, know how, and know why the understanding triad aids you in crafting just the right level of explanation for all your audiences the understanding triad will make you a more effective program manager, traditional project manager, agile project manager, or certified scrum master the project management institute, inc pmi teaches that project management communication is the transfer of information the project or program manager sends messages to their project teams, stakeholders, customers, and executive sponsors if the program manager or project manager believes that communicating a clear message is enough for good communication, then the manager may be fooled into thinking their communication efforts are complete even if there is feedback, the feedback is usually limited to confirming that the message was received as intended however, communication is not merely the transmission of information the difference can be days, months, or years of wasted time and effort or successful, early delivery certified program and certified project managers earn professional development units pdu as they learn how communication can make a difference in every interaction, and become a truly effective program or project manager gain the power skill of communication in this certificate program week one defining communication module one the transmission model of communication module two the emergence model of communication module three program and project management communication tasks, resources, and schedules module four program and project management communication visioning and building a team week two creating messages to be understood module one the building blocks of a message module two what is understanding know what module three what is understanding know how module four what is understanding know why module five putting it all together with building blocks week three feedback and understanding module one what is good feedback module two how to give good feedback module three how to use feedback for testing understanding module four incorporating continuous feedback into your project module five putting it all together and preview of the next module week four audience analysis module one the different audiences in a program or project module two what information does each audience need module three balancing the understanding triad in your message module four troubleshooting understanding"
1018,1166,Biobased Products for a Sustainable Bio economy,"discover how fossil fuels are being replaced by renewable resources to create sustainable and biobased products have you everasked what biobased means or wondered about the key aspects in developing and commercializing biobased products this course will answer those questions and more highlighting the opportunities, hurdles, and driving forces of the bioeconomy today s industries face enormousglobal challenges when it comes to the fossil based economy fossil resources are no longer a desirable feedstock for many products and governments climate goals put various limitations to its usage moreover, consumer perception has become an increasingly important factor with biobased products as an alternative to the fossil based economy, the bioeconomycan provide viable solutions to these challenges the course describes the different types of biomass, the methods of refinery and typical conversion technologies used for biobased products you ll also engage in astudy of the practical and real life examples emerging in the market biopolymers, bioenergy, bioflavours, and biosurfactants the course has been developed by a team of experts from seven different institutions and universities in three different countries,all sharing their personal perspectives on the opportunities and challenges faced by the biobased industry the three top ranked institutions delft university of technology, rwth aachen university, and wageningen university research offer additional, more advanced courses to continue your learning journey week understand the need for sustainable innovation and how biorefinery, bioconversion, and biobased production can contribute to this week introduction to the worlds of chemo and biocatalysis, protein engineering and fermentation weeks biobased products learn about the production and commercialization of bioenergy, biopolymers, biosurfactants, and bioflavours in each of the four weeks featuring real life examples week hear personal perspectives on the development of the biobased economy from the teachers of this course"
1020,1168,Anthropology of Current World Issues,"learn to use anthropological ideas to see the world from a range of perspectives and points of view this course will allow you to better understand the world around you through utilising the anthropological lens you will learn about the way in which anthropology as a discipline can shed new perspectives on current world issues, from indigeneity to migration and material culture we want to challenge you to reflect on your own perspective when thinking about these issues, how you see the world and how we all engage with difference and sameness on a daily basis we will interview notable anthropologists and follow some around the world and into their field to explore the issues, the people they work with and their place in the world getting startedepisode anthropology i during the first week of the course, we spend some time introducing the course content and navigation, introducing ourselves and defining anthropology and what it means to be an anthropologist episode anthropology ii this week s materials will zero in on australia as well as migration and how it plays a role in creating multicultural societies episode indigeneity i in this episode, we introduce the concept of indigeneity and go into the field with annie ross to learn about cultural heritage episode indigeneity ii this week we explore the northern gulf country of australia with david trigger and richard martin and discuss indigenous and non indigenous relationships project weekepisode indigeneity iii in this episode we meet diana young, the director of the uq anthropology museum, to learn about indigenous artifacts and begin work on our own museum project episode living within limits i this week we visit cuba with anna cristina pertierra and find out what refrigerators can tell us about a family s standing episode living within limits ii in this episode we head to chile with sally babidge to discuss the role of diminishing water resources in the community episode living within limits iii during this week of the course, gerhard hoffstaedter takes us to malaysia to learn more about the lives of refugees episode living within limits iv in this episode we visit the darling downs region of queensland with kim de rijke to learn about unconventional gas mining"
1021,1169,Buyer Behaviour and Analysis,"learn how to analyse and apply consumer and buyer behaviour fundamentals to develop an effective marketing campaign for marketers, an understanding of how a consumer selects, purchases, uses and disposes of products and services is pertinent to successfully managing the marketing function in this course, you will learn about the role of consumer behaviour within marketing we will discuss how this behaviour is shaped by the social and cultural environment, as well as a ber of psychological factors you will learn about decision making processes in consumption behaviour in different buying situations this will develop your ability to integrate marketing processes at a higher level concepts drawn from various disciplines such as psychology, economics and anthropology will be examined this course is part of the curtin x micro masters credential in marketing in a digital world that is specifically designed to teach the critical skills needed to be successful in this exciting field in order to qualify for the micro masters credential you will need to earn a verified certificate in each of the five courses topic introduction to buyer behaviour topic culture topic consumer decision making topic e commerce buying behaviour topic perception and unconscious thought topic learning, memory and product positioning topic motivation and involvement topic attitude formation and change topic gender stereotypes and social identity topic consumer ethics and misbehaviour"
1022,1170,Idea Development Create and Implement Innovative Ideas,"learn the strategies entrepreneurs and organizations use to create and bring to market innovative ideas to create and bring to market innovative ideas, entrepreneurs invest substantial resources in their creation without being certain their idea will be successful how do entrepreneurs manage this process what strategies do they use what role does the innovativeness of their ideas play in the strategies they adopt how do they maintain motivation when faced with setbacks in this course, we tackle these questions by focusing on types of innovationsand their market impact the importance of taking action, knowledge, learning and resources in the creation of innovative ideas how entrepreneurs make strategic decisions under uncertainty the management of intellectual property and maintaining motivation in the face of setbacks by drawing on the case of google glass, their own experiences and ideas, students are encouraged to synthesize knowledge from each module to gain an in depth understanding of the complexity of innovation process how to come up with innovative ideas you are uniquely position to create and bring to market strategies for managing uncertainty in the creation and implementation of innovative ideas how to learn from setbacks and maintain the motivation to persevere when experiencing them how ideas and other forms of intellectual property can be protected module perspective on how ideas are developed discover how entrepreneurs come up with ideas and the processes they use to bring innovative ideas to market module types of innovation understand the various innovation typologies based on different dimensions of the innovation space module uncertainty and decision making gain an understanding of uncertainty and how it influences strategic decision making module discovery strategies learn about the practice of navigating uncertainty to discover new strategies to establish and grow innovation in a corporate setting module knowledge and resources appreciate the role resources and capabilities play in the identification of innovative ideas module innovation evaluation and selection discover strategies for assessing the feasibility of ideas module protecting intellectual property understand the importance of ip, ip protection options iprs , selecting the right option, managing ip generation module commercialization feasibility unpack the step framework for assessing commercialization feasibility module motivation, commitment and resilience understand the importance of knowing when to abandon an idea, contingency planning and resilience module maintaining motivation discover strategies for maintaining motivation when learning from setbacks"
1023,1171,Analysis of Transport Phenomena I Mathematical Methods,"graduate level introduction to mathematical modeling of diffusion, convection, and chemical reactions in this course, you will learn how to formulate models of reaction convection diffusion based on partial differential equations and to solve them the old fashioned way, by pencil and paper you will also learn the art of approximation how to obtain useful solutions by simplifying a model without sacrificing the key physics at mit, is a required subject for all first year graduate students in chemical engineering, but it also attracts students from other departments this online course is suitable for anyone interested in learning the principles of continuum modeling although the examples are mostly from chemical engineering, no prior knowledge is assumed, beyond basic undergraduate applied mathematics the modeling concepts and mathematical methods you learn in this course will advance your career in industry or academics while your friends and co workers may be able to run an experiment or computer simulation, you will also be able to derive simple formulae to explain the data and guide rational design there is growing demand for such mathematical skills in most technical careers and graduate programs today attribution by kevin r johnson, cc by sa http //creativecommons org/licenses/by sa/ / , via wikimedia commons there will befive chapters, each containing lightboard lecture videos, online tutorials, and a homework assignment, followed by a final exam"
1024,1172,Leading the Organization,"learn effective strategies for developing, articulating, and implementing organizational change initiatives that can help lead your organization to success this course is intended for professionals and managers seeking new leadership responsibilities, those transitioning between leadership roles or organizations, as well as current leaders of organizations our faculty and industry experts will teach you the critical concepts to help you better understand, operate, and thrive in leadership roles in your organization we will challenge you to apply your learning in a realistic simulation based on real world leadership experiences key topics include learn through a team of award winning uq business school faculty and instructors with decades of experience in both leadership scholarship and demanding leadership positions through a series of engaging videos, interviews, case studies, written reflections, peer feedback, and other self insight activities, learners will develop their capacity for implementing meaningful organizational change module preparing to lead focuses on how to prepare to take on a leadership role in the organization module assuming the mantle examines this critical period in taking up a leadership position in an organization module articulating vision examines how to determine, develop and articulate a vision for an organization module making decisions considers decision making theories such as rational, behavioral, and group decision making module developing strategy focuses on determining and developing a strategy to lead your organization to success module managing change examines change management in complex organizational situations module developing workplace culture enables you to explore workplace culture module building your team considers strategic human resource considerations to help build your organization module facing challenges examines facing organizational challenges module sustai ning the organization considers sustaining an organization for the challenges ahead"
1025,1173,"Financial Programming and Policies, Part Program Design","learn how to forecast macroeconomic accounts and design an economic program for a case study country in this macroeconomics course, you will improve your skills in macroeconomic policy analysis and learn to design an economic and financial program, using real economic data the financial programming exercise simulates what imf international monetary fund desk economists routinely do in their country surveillance and program work in the first part of the course modules , you will analyze the economic outlook of a country case and then help to build a baseline scenario namely, a set of projections for the main macroeconomic sectors real, external, government and monetary that reflects the analyst s best guess of what will happen to the economy in the coming year, assuming no policy change in the second part modules , you will learn and discuss how macroeconomic policies can be used to address poor performance and reduce macroeconomic imbalances we will illustrate the workings of monetary, fiscal and exchange rate policies by using a simple keynesian model of an open economy in the final module you will design an imf supported lending program scenario for our country case financial programming and policies, part is offered by the imf with financial support from the government of japan"
1026,1174,Introduction to Open Source Networking Technologies,"learn technical fundamentals needed to adopt sdn, nfv, disaggregation, orchestration, network automation, and modern networking discover use cases and technical options for open networking plus learn more about the linux foundation networking projects explore open source networking projects, from the linux foundation and beyond, that are shaping the future of networking and telecoms designed for open source enthusiasts, university students,network architects and engineers, security architects and engineers, and systems engineers, this course offers a great introduction to open source networking this course covers the open networking stack from top to bottom starting from networking hardware disaggregation and modern g and g switches, through network operating systems, network controllers, virtualization,and orchestration develop an understanding of the use cases and technical options for modern open networking in enterprises, service providers, and cloud providers become familiar with the following open source networking projects and their use cases and introduction chapter introduction to open source networking chapter the open source and software defined networking landscape chapter disaggregated hardware chapter io abstraction and data path chapter network operating systems chapter network control chapter cloud and virtual management chapter network virtualization chapter network function virtualization chapter orchestration, management, policy chapter network automation chapter network data analytics chapter summary final exam"
1027,1175,Deep Learning Essentials,"do you want to learn how machines can learn tasks we thought only human brains could perform then take this deep learning course developed by ivado, mila and universit de montr al an extensive overview of the essentials of deep learning, this ground breaking technology already prevalent in our lives and spanning all sectors gain a good understanding of what deep learning is, what types of problems it resolves, and what are the fundamental concepts and methods it entails the course developed by ivado, mila and universit de montr al offers diversified learning tools for you to fully grasp the extent of this ground breaking cross cutting technology, a critical need in the field ivado, a scientific and economic data science hub bridging industrial, academic and government partners with expertise in digital intelligence designed the course, and the world renowned mila, rallying researchers specialized in deep learning, created the content mila s founder and ivado s scientific director, yoshua bengio, also a professor at universit de montr al, is a world leading expert in artificial intelligence and a pioneer in deep learning as well as the scientific director of this course he is also a joint recipient of the a m turing award, the nobel prize of computing , for conceptual and engineering breakthroughs that have made deep neural networks a critical component of computing deep learning is an extension of machine learning where machines can learn by experience without human intervention it is largely influenced by the human brain in the fact that algorithms, or artificial neural networks, are able to learn from massive amounts of data and acquire skills that a human brain would thus, deep learning is now able to tackle a large variety of tasks that were considered out of reach a few years ago in computer vision, signal processing, natural language processing, robotics, and sequential decision making because of these recent advances, various industries are now deploying deep learning models that impact various economic sectors such as transport, health, finance, energy, as well as our daily life in general if you are a professional, a scientist or an academic with basic knowledge in mathematics and programming, this mooc is designed for you atop the rich deep learning content, discover issues of bias and discrimination in machine learning and benefit from this sociotechnical topic that has proven to be a great eye opener for many at the end of the mooc, participants should be able to module machine learning ml and experimental protocol module introduction to deep learning module intro to convolutional neural networks cnn module introduction to recurrent neural networks module bias and discrimination in ml"
1029,1179,Migrating to the AWS Cloud,"learn how to migrate your on premises applications and workloads to the aws cloud this four week course focuses on migrating workloads to aws we will focus on analyzing your current environment, planning your migration, and discussing the actual migration steps we will also survey aws tools and services that will accelerate your migration to aws hands on labs are available, though not required for this class access to the labs is limited to paid enrolled students you can audit this course without taking the labs as we dive into each of the services covered in this class, there will be links to documentation where you can find example applications and code samples week week week week"
1030,1180,Io T Networks and Protocols,"learn about io t networks and the protocols and standards associated with the internet and how these apply to the io t the internet of things io t is expanding at a rapid rate, and it is becoming increasingly important for professionals to understand what it is, how it works, and how to harness its power to improve your business in this course we will focus on how the io t works you will learn about io t networks and explore how things connect to it, including whether the connection and processing is local fog or remote cloud we will explore data networks, connection types, layer models and analyze io t protocols and standards you ll also learn how to evaluate different infrastructure components and network systems, and how to go about designing a basic network for your own io t ideas"
1031,1183,Quantum Mechanics A First Course,"learn about wavefunctions and their probabilistic interpretation, how to solve the schr dinger equation for a particle moving in one dimensional potentials, scattering, central potentials, and the hydrogen atom in this quantum physics course you will learn the basics of quantum mechanics we begin with de broglie waves, the wavefunction, and its probability interpretation we then introduce the schrodinger equation, inner products, and hermitian operators we also study the time evolution of wave packets, ehrenfest s theorem, and uncertainty relations next we return to the schrodinger equation, solving it for important classes of one dimensional potentials we study the associated energy eigenstates and bound states the harmonic oscillator is solved using the differential equation as well as algebraically, using creation and annihilation operators we discuss barrier penetration and the ramsauer townsend effect finally, you will learn the basic concepts of scattering phase shifts, time delays, levinson s theorem, and resonances in the simple context of one dimensional problems we then turn to the study of angular momentum and the motion of particles in three dimensional central potentials we learn about the radial equation and study the case of the hydrogen atom in detail this course is based on mit quantum mechanics i at mit, is the first of a three course sequence in quantum mechanics, a cornerstone in the education of physics majors that prepares them for advanced and specialized studies in any field related to quantum physics after completing x, you will be ready to tackle the mastering quantum mechanics course on ed x, which will be available in spring"
1032,1186,"Principle of Semiconductor Devices Part I Semiconductors, PN Junctions and Bipolar Junction Transistors","an intuitive approach to operational principles of semiconductor devices the course covers pn junction diodes, optical sensors, solar cells, leds, and bipolar junction transistors as a topic of study, semiconductor devices offer aunique challenge due to the complex mathematics involved in this course, we takea more intuitive approach to explore the underlying concepts eschewing mathematics, we use engaging animations to help you visualize the working principles of many common semiconductor devices whether you are completely new to the subject or an experienced engineer, thiscourse will give you a differentperspective and a new way to look at the behaviors of semiconductor devices reducing the reliance of equations does not mean the depth of the material is sacrificed in fact, the course provides evenmore in depth explanations of key concepts we shift the focus from quantitatively evaluating the behavior of semiconductor devices to intuitively visualizing the semiconductor device actions in addition, the courseoffers a widearray of content from basic pn junctions to modern nano electronic circuit and systems besides covering the existing technologies, the course also explores the development of the industry into the future week intrinsic semiconductor materials introduction to the energy band diagram of a crystal and calculating the carrier concentration in the material week doping and pn junction formation the effect of doping and the formation of pn junctions week current voltage characteristics of pn junction diodes current voltage characteristics and detailed carrier actions in a pn junction diode week real pn junction characteristics, its model and design the characteristics of real pn junction diodes, the charge and capacitance models, and the design strategy week pn junction optical properties and metal semiconductor contacts the optical responses of the pn junction the working principles of optical detection, solar cells and leds and the metal semiconductor contacts week basic operation of bipolar junction transistor introduction to bipolar junction transistors, i v characteristic and non ideal effects week real bipolar junction transistor structures, switching characteristics and model switching characteristics of the bipolar junction transistor, it circuit model and design strategy week final exam"
1033,1190,Solar Energy Integration of Photovoltaic Systems in Microgrids,"learn how to integrate a photovoltaic system into a microgrid of your design photovoltaic systems are often placed into a microgrid, a local electricity distribution system that is operated in a controlled way and includes both electricity users and renewable electricity generation this course deals with dc and ac microgrids and covers a wide range of topics, from basic definitions, through modelling and control of ac and dc microgrids to the application of adaptive protection in microgrids you will master various concepts related to microgrid technology and implementation, such as smart grid and virtual power plant, types of distribution network, markets, control strategies and components among the components special attention is given to operation and control of power electronics interfaces you will be familiarized with the advantages and challenges of dc microgrids which are still in an early stage as a verified learner you will also have the opportunity to master the topic of microgrids through an exercise in which you will evaluate selected pilot sites where microgrids were deployed the evaluation will take the form of a simulation assignment and include a peer review of the results this course is part of the solar energy engineering micro masters program designed to cover all physics and engineering aspects of photovoltaics photovoltaic energy conversion, technologies and systems verified learners will have the added benefit of evaluating different strategies to control multiple inverters and to analyze local control to improve stability"
